region	chr	midPos	Nsites
(9914,16980)(40549,88860)(40000,90000)	DPSCF302010	65000	7068	0.032790
(12583,18862)(50000,98491)(50000,100000)	DPSCF302010	75000	6281	0.035378
(13237,21448)(62752,109999)(60000,110000)	DPSCF302010	85000	8213	0.032017
(13364,23737)(73001,119964)(70000,120000)	DPSCF302010	95000	10375	0.030327
(15329,26806)(81759,129329)(80000,130000)	DPSCF302010	105000	11479	0.022158
(16981,27444)(91976,134935)(90000,140000)	DPSCF302010	115000	10465	0.022350
(18863,28168)(100087,149609)(100000,150000)	DPSCF302010	125000	9307	0.021650
(21449,31202)(110000,155967)(110000,160000)	DPSCF302010	135000	9755	0.022970
(23738,31558)(123151,163881)(120000,170000)	DPSCF302010	145000	7822	0.022980
(26807,31948)(131031,179661)(130000,180000)	DPSCF302010	155000	5143	0.024727
(27445,33267)(142488,189999)(140000,190000)	DPSCF302010	165000	5824	0.024892
(28169,34791)(151513,199628)(150000,200000)	DPSCF302010	175000	6624	0.025634
(31203,36665)(160886,208880)(160000,210000)	DPSCF302010	185000	5464	0.024710
(31559,37707)(171216,214832)(170000,220000)	DPSCF302010	195000	6150	0.024176
(31949,38452)(180480,229999)(180000,230000)	DPSCF302010	205000	6505	0.024825
(33268,39577)(190000,239999)(190000,240000)	DPSCF302010	215000	6311	0.024419
(34792,45522)(200588,249472)(200000,250000)	DPSCF302010	225000	10732	0.021465
(36666,48164)(213768,259999)(210000,260000)	DPSCF302010	235000	11500	0.024321
(37708,51441)(223510,268725)(220000,270000)	DPSCF302010	245000	13735	0.027577
(38453,52926)(230000,279961)(230000,280000)	DPSCF302010	255000	14475	0.027090
(39578,54122)(240000,287455)(240000,290000)	DPSCF302010	265000	14546	0.027216
(45523,56058)(250479,296459)(250000,300000)	DPSCF302010	275000	10537	0.030099
(48165,59245)(260000,309780)(260000,310000)	DPSCF302010	285000	11082	0.028389
(51442,61069)(270684,316156)(270000,320000)	DPSCF302010	295000	9629	0.024143
(52927,64725)(280424,329999)(280000,330000)	DPSCF302010	305000	11800	0.025732
(54123,66405)(293415,339999)(290000,340000)	DPSCF302010	315000	12284	0.026122
(56059,68821)(302669,348576)(300000,350000)	DPSCF302010	325000	12764	0.026888
(59246,70593)(312763,358450)(310000,360000)	DPSCF302010	335000	11349	0.027825
(61070,72573)(320587,365572)(320000,370000)	DPSCF302010	345000	11505	0.027878
(64726,72931)(330000,378281)(330000,380000)	DPSCF302010	355000	8207	0.027643
(66406,74417)(340000,389686)(340000,390000)	DPSCF302010	365000	8013	0.028235
(68822,76792)(351571,398475)(350000,400000)	DPSCF302010	375000	7972	0.026685
(70594,80338)(362953,408262)(360000,410000)	DPSCF302010	385000	9746	0.025260
(72574,80642)(373819,415077)(370000,420000)	DPSCF302010	395000	8070	0.025454
(72932,84576)(384779,429321)(380000,430000)	DPSCF302010	405000	11646	0.026543
(74418,86189)(394065,439617)(390000,440000)	DPSCF302010	415000	11773	0.026137
(76793,90064)(402066,449874)(400000,450000)	DPSCF302010	425000	13273	0.025654
(80339,92414)(411531,459999)(410000,460000)	DPSCF302010	435000	12077	0.026321
(80643,93647)(420659,465358)(420000,470000)	DPSCF302010	445000	13006	0.025788
(84577,94162)(430637,479483)(430000,480000)	DPSCF302010	455000	9587	0.023966
(86190,95574)(441558,489999)(440000,490000)	DPSCF302010	465000	9386	0.021827
(90065,97755)(451798,497632)(450000,500000)	DPSCF302010	475000	7692	0.021991
(92415,100050)(460000,509999)(460000,510000)	DPSCF302010	485000	7637	0.020882
(93648,103496)(471979,518720)(470000,520000)	DPSCF302010	495000	9850	0.022836
(94163,107245)(483600,529866)(480000,530000)	DPSCF302010	505000	13084	0.023110
(95575,110593)(490000,539551)(490000,540000)	DPSCF302010	515000	15020	0.022489
(97756,115412)(503421,549513)(500000,550000)	DPSCF302010	525000	17658	0.022254
(100051,117645)(510000,559999)(510000,560000)	DPSCF302010	535000	17596	0.022619
(103497,121031)(523608,569590)(520000,570000)	DPSCF302010	545000	17536	0.023149
(107246,122351)(530667,578578)(530000,580000)	DPSCF302010	555000	15107	0.023054
(110594,123774)(541026,588727)(540000,590000)	DPSCF302010	565000	13182	0.025591
(115413,127730)(550205,599542)(550000,600000)	DPSCF302010	575000	12319	0.026562
(117646,130502)(560000,609813)(560000,610000)	DPSCF302010	585000	12858	0.028630
(121032,131038)(571771,619484)(570000,620000)	DPSCF302010	595000	10008	0.028865
(122352,134890)(581033,628745)(580000,630000)	DPSCF302010	605000	12540	0.027491
(123775,137103)(590113,638538)(590000,640000)	DPSCF302010	615000	13330	0.025479
(127731,141175)(602288,649999)(600000,650000)	DPSCF302010	625000	13446	0.027148
(130503,144023)(612770,657536)(610000,660000)	DPSCF302010	635000	13522	0.024750
(131039,144568)(620091,667132)(620000,670000)	DPSCF302010	645000	13531	0.024817
(134891,147558)(634330,679999)(630000,680000)	DPSCF302010	655000	12669	0.023958
(137104,151639)(640207,689011)(640000,690000)	DPSCF302010	665000	14537	0.023545
(141176,152604)(650000,694134)(650000,700000)	DPSCF302010	675000	11430	0.021844
(144024,154742)(660590,709999)(660000,710000)	DPSCF302010	685000	10720	0.023063
(144569,155115)(672112,713979)(670000,720000)	DPSCF302010	695000	10548	0.022919
(147559,156640)(680000,728515)(680000,730000)	DPSCF302010	705000	9083	0.026075
(151640,157767)(693170,739931)(690000,740000)	DPSCF302010	715000	6129	0.028389
(152605,160154)(703388,747553)(700000,750000)	DPSCF302010	725000	7551	0.027485
(154743,161130)(710000,758379)(710000,760000)	DPSCF302010	735000	6389	0.027264
(2148,12655)(10512,57686)(10000,60000)	DPSCF302017	35000	10509	0.023151
(4933,13139)(20537,69342)(20000,70000)	DPSCF302017	45000	8208	0.022661
(7674,14980)(31310,79875)(30000,80000)	DPSCF302017	55000	7308	0.023370
(9839,15572)(44390,87443)(40000,90000)	DPSCF302017	65000	5735	0.022454
(10593,16020)(50000,99999)(50000,100000)	DPSCF302017	75000	5429	0.022786
(12656,20662)(68859,109744)(60000,110000)	DPSCF302017	85000	8008	0.024344
(13140,23544)(74896,116964)(70000,120000)	DPSCF302017	95000	10406	0.024418
(14981,23838)(81605,128945)(80000,130000)	DPSCF302017	105000	8859	0.024378
(15573,24512)(93571,135718)(90000,140000)	DPSCF302017	115000	8941	0.024373
(16021,25782)(100000,144079)(100000,150000)	DPSCF302017	125000	9763	0.026485
(20663,26607)(112880,159999)(110000,160000)	DPSCF302017	135000	5946	0.028344
(23545,27285)(124521,168705)(120000,170000)	DPSCF302017	145000	3742	0.030898
(23839,27625)(135039,174823)(130000,180000)	DPSCF302017	155000	3788	0.030822
(24513,27949)(140222,189723)(140000,190000)	DPSCF302017	165000	3438	0.031378
(25783,27949)(150610,189723)(150000,200000)	DPSCF302017	175000	2168	0.025764
(26608,30176)(160000,209822)(160000,210000)	DPSCF302017	185000	3570	0.025661
(27286,30318)(170138,219999)(170000,220000)	DPSCF302017	195000	3034	0.025682
(27626,31863)(180322,229999)(180000,230000)	DPSCF302017	205000	4239	0.030113
(27950,32784)(201058,232466)(190000,240000)	DPSCF302017	215000	4836	0.028261
(27950,35402)(201058,249999)(200000,250000)	DPSCF302017	225000	7454	0.027470
(30177,36224)(211252,257392)(210000,260000)	DPSCF302017	235000	6049	0.027669
(30319,37130)(220000,269999)(220000,270000)	DPSCF302017	245000	6813	0.027263
(31864,38954)(230000,279822)(230000,280000)	DPSCF302017	255000	7092	0.024576
(32785,38954)(242642,279822)(240000,290000)	DPSCF302017	265000	6171	0.025854
(35403,42033)(250000,298298)(250000,300000)	DPSCF302017	275000	6632	0.026021
(36225,42220)(260231,304098)(260000,310000)	DPSCF302017	285000	5997	0.026032
(37131,43853)(270000,319999)(270000,320000)	DPSCF302017	295000	6724	0.025689
(38955,45513)(292145,329999)(280000,330000)	DPSCF302017	305000	6560	0.024523
(38955,46758)(292145,331554)(290000,340000)	DPSCF302017	315000	7805	0.025309
(42034,48009)(303903,348432)(300000,350000)	DPSCF302017	325000	5977	0.028056
(42221,49803)(310843,355829)(310000,360000)	DPSCF302017	335000	7584	0.027475
(43854,50752)(320000,366528)(320000,370000)	DPSCF302017	345000	6900	0.027895
(45514,52883)(330000,377443)(330000,380000)	DPSCF302017	355000	7371	0.028249
(46759,53885)(342248,385702)(340000,390000)	DPSCF302017	365000	7128	0.027369
(48010,54632)(353797,399525)(350000,400000)	DPSCF302017	375000	6624	0.024538
(49804,55896)(365065,409999)(360000,410000)	DPSCF302017	385000	6094	0.025226
(50753,56787)(370459,418630)(370000,420000)	DPSCF302017	395000	6036	0.028987
(52884,58129)(383959,429184)(380000,430000)	DPSCF302017	405000	5247	0.028308
(53886,59963)(395493,437804)(390000,440000)	DPSCF302017	415000	6079	0.028032
(54633,61853)(401639,447716)(400000,450000)	DPSCF302017	425000	7222	0.030204
(55897,62547)(410000,459999)(410000,460000)	DPSCF302017	435000	6652	0.029856
(56788,65402)(423583,463685)(420000,470000)	DPSCF302017	445000	8616	0.027733
(58130,66453)(433562,479371)(430000,480000)	DPSCF302017	455000	8325	0.028635
(59964,68091)(441656,487127)(440000,490000)	DPSCF302017	465000	8129	0.029617
(61854,69551)(452351,497784)(450000,500000)	DPSCF302017	475000	7699	0.025978
(62548,71461)(460000,507119)(460000,510000)	DPSCF302017	485000	8915	0.025865
(65403,72666)(470298,519494)(470000,520000)	DPSCF302017	495000	7265	0.024787
(66454,74465)(480301,529329)(480000,530000)	DPSCF302017	505000	8013	0.024905
(68092,74846)(490953,538478)(490000,540000)	DPSCF302017	515000	6756	0.023856
(69552,74865)(500230,548515)(500000,550000)	DPSCF302017	525000	5315	0.025389
(71462,76478)(516508,559747)(510000,560000)	DPSCF302017	535000	5018	0.026125
(72667,77451)(521691,568169)(520000,570000)	DPSCF302017	545000	4786	0.023970
(74466,79772)(537020,579999)(530000,580000)	DPSCF302017	555000	5308	0.024666
(74847,82853)(548497,587201)(540000,590000)	DPSCF302017	565000	8008	0.028771
(74866,83846)(552073,599904)(550000,600000)	DPSCF302017	575000	8982	0.028458
(76479,85839)(567190,608415)(560000,610000)	DPSCF302017	585000	9362	0.029054
(77452,89443)(570615,619999)(570000,620000)	DPSCF302017	595000	11993	0.029301
(79773,89796)(580000,623113)(580000,630000)	DPSCF302017	605000	10025	0.030279
(82854,91979)(593688,639280)(590000,640000)	DPSCF302017	615000	9127	0.028064
(83847,92985)(603785,649999)(600000,650000)	DPSCF302017	625000	9140	0.028503
(85840,96850)(611355,659876)(610000,660000)	DPSCF302017	635000	11012	0.027073
(89444,96869)(620000,667383)(620000,670000)	DPSCF302017	645000	7427	0.027176
(89797,98233)(632659,679545)(630000,680000)	DPSCF302017	655000	8438	0.026671
(91980,99477)(645263,686215)(640000,690000)	DPSCF302017	665000	7499	0.027072
(92986,100516)(650000,694076)(650000,700000)	DPSCF302017	675000	7532	0.026270
(96851,102391)(667364,709993)(660000,710000)	DPSCF302017	685000	5542	0.026594
(96870,102686)(670315,717079)(670000,720000)	DPSCF302017	695000	5818	0.026520
(98234,103227)(682902,725636)(680000,730000)	DPSCF302017	705000	4995	0.026718
(99478,104113)(691159,736399)(690000,740000)	DPSCF302017	715000	4637	0.025717
(2504,13682)(10786,59999)(10000,60000)	DPSCF302032	35000	11180	0.029058
(4333,17213)(20028,69999)(20000,70000)	DPSCF302032	45000	12882	0.027466
(6212,21026)(34205,79999)(30000,80000)	DPSCF302032	55000	14816	0.024919
(9122,22593)(40496,89999)(40000,90000)	DPSCF302032	65000	13473	0.025132
(11690,24761)(56146,98833)(50000,100000)	DPSCF302032	75000	13073	0.024129
(13683,25236)(60000,107906)(60000,110000)	DPSCF302032	85000	11555	0.023422
(17214,27039)(70000,119717)(70000,120000)	DPSCF302032	95000	9827	0.021959
(21027,27373)(80000,127833)(80000,130000)	DPSCF302032	105000	6348	0.023066
(22594,28696)(90000,137576)(90000,140000)	DPSCF302032	115000	6104	0.020354
(24762,29902)(107432,149999)(100000,150000)	DPSCF302032	125000	5142	0.020343
(25237,33201)(115465,159911)(110000,160000)	DPSCF302032	135000	7966	0.020582
(27040,37726)(127495,168982)(120000,170000)	DPSCF302032	145000	10688	0.025458
(27374,39646)(130689,176457)(130000,180000)	DPSCF302032	155000	12274	0.025345
(28697,39664)(141375,180837)(140000,190000)	DPSCF302032	165000	10969	0.026239
(29903,41278)(150000,199308)(150000,200000)	DPSCF302032	175000	11377	0.027512
(33202,41338)(160491,209999)(160000,210000)	DPSCF302032	185000	8138	0.028893
(37727,43077)(172599,219999)(170000,220000)	DPSCF302032	195000	5352	0.024926
(39647,44991)(180819,224398)(180000,230000)	DPSCF302032	205000	5346	0.025234
(39665,45991)(190486,238183)(190000,240000)	DPSCF302032	215000	6328	0.025471
(41279,46958)(209940,248900)(200000,250000)	DPSCF302032	225000	5681	0.024135
(41339,49347)(210000,259999)(210000,260000)	DPSCF302032	235000	8010	0.023141
(43078,50507)(220000,264831)(220000,270000)	DPSCF302032	245000	7431	0.023317
(44992,52439)(230396,279933)(230000,280000)	DPSCF302032	255000	7449	0.022236
(45992,54442)(241660,286074)(240000,290000)	DPSCF302032	265000	8452	0.019824
(46959,58396)(250530,298784)(250000,300000)	DPSCF302032	275000	11439	0.017727
(49348,59299)(260000,309235)(260000,310000)	DPSCF302032	285000	9953	0.018700
(50508,60469)(276179,319999)(270000,320000)	DPSCF302032	295000	9963	0.018951
(52440,62909)(284043,328230)(280000,330000)	DPSCF302032	305000	10471	0.019759
(54443,65128)(291632,339762)(290000,340000)	DPSCF302032	315000	10687	0.021508
(58397,67648)(301107,349999)(300000,350000)	DPSCF302032	325000	9253	0.024985
(59300,69137)(311320,356545)(310000,360000)	DPSCF302032	335000	9839	0.023895
(60470,70566)(320000,369999)(320000,370000)	DPSCF302032	345000	10098	0.023885
(62910,71823)(330367,377868)(330000,380000)	DPSCF302032	355000	8915	0.022960
(65129,73692)(342365,388762)(340000,390000)	DPSCF302032	365000	8565	0.023566
(67649,76437)(350000,399142)(350000,400000)	DPSCF302032	375000	8790	0.023362
(69138,77793)(365108,405839)(360000,410000)	DPSCF302032	385000	8657	0.021966
(70567,78892)(370000,419824)(370000,420000)	DPSCF302032	395000	8327	0.021906
(71824,79209)(384026,421521)(380000,430000)	DPSCF302032	405000	7387	0.022612
(73693,80373)(390699,439999)(390000,440000)	DPSCF302032	415000	6682	0.022174
(76438,81356)(404478,441685)(400000,450000)	DPSCF302032	425000	4920	0.022176
(77794,81783)(410918,459719)(410000,460000)	DPSCF302032	435000	3991	0.025817
(78893,82649)(420406,469268)(420000,470000)	DPSCF302032	445000	3758	0.026577
(79210,83432)(434224,479516)(430000,480000)	DPSCF302032	455000	4224	0.027325
(80374,85096)(440000,487059)(440000,490000)	DPSCF302032	465000	4724	0.025155
(81357,88726)(450612,499928)(450000,500000)	DPSCF302032	475000	7371	0.027851
(81784,90511)(460860,509625)(460000,510000)	DPSCF302032	485000	8729	0.026830
(82650,91303)(473077,518818)(470000,520000)	DPSCF302032	495000	8655	0.026614
(83433,93913)(480376,529101)(480000,530000)	DPSCF302032	505000	10482	0.027131
(777,11807)(11371,59722)(10000,60000)	DPSCF302059	35000	11032	0.027041
(1907,12459)(27915,69478)(20000,70000)	DPSCF302059	45000	10554	0.026737
(3378,13087)(30000,77718)(30000,80000)	DPSCF302059	55000	9711	0.027088
(5667,14039)(41938,89158)(40000,90000)	DPSCF302059	65000	8374	0.025731
(8120,15648)(50226,99931)(50000,100000)	DPSCF302059	75000	7530	0.027006
(11808,15648)(66894,99931)(60000,110000)	DPSCF302059	85000	3842	0.028561
(12460,17040)(74689,119323)(70000,120000)	DPSCF302059	95000	4582	0.026098
(13088,17580)(80857,129769)(80000,130000)	DPSCF302059	105000	4494	0.026177
(14040,18479)(91762,136821)(90000,140000)	DPSCF302059	115000	4441	0.026143
(15649,20065)(116192,149525)(100000,150000)	DPSCF302059	125000	4418	0.032964
(15649,23552)(116192,159999)(110000,160000)	DPSCF302059	135000	7905	0.028795
(17041,25782)(120127,166830)(120000,170000)	DPSCF302059	145000	8743	0.029454
(17581,26945)(130947,179999)(130000,180000)	DPSCF302059	155000	9366	0.029583
(18480,27680)(142433,189999)(140000,190000)	DPSCF302059	165000	9202	0.029382
(20066,30425)(150351,199999)(150000,200000)	DPSCF302059	175000	10361	0.025664
(23553,32368)(160000,208326)(160000,210000)	DPSCF302059	185000	8817	0.026629
(25783,35318)(171885,217973)(170000,220000)	DPSCF302059	195000	9537	0.027088
(26946,38224)(180000,228097)(180000,230000)	DPSCF302059	205000	11280	0.026537
(27681,39414)(190000,234126)(190000,240000)	DPSCF302059	215000	11735	0.026597
(30426,39434)(200000,242564)(200000,250000)	DPSCF302059	225000	9010	0.025524
(32369,40370)(210649,259999)(210000,260000)	DPSCF302059	235000	8003	0.025753
(35319,44082)(220259,269570)(220000,270000)	DPSCF302059	245000	8765	0.026993
(38225,45966)(231459,277229)(230000,280000)	DPSCF302059	255000	7743	0.028638
(39415,46812)(242545,289572)(240000,290000)	DPSCF302059	265000	7399	0.029297
(39435,51526)(252263,299251)(250000,300000)	DPSCF302059	275000	12093	0.028409
(40371,52720)(260000,308458)(260000,310000)	DPSCF302059	285000	12351	0.028379
(44083,53484)(270531,315252)(270000,320000)	DPSCF302059	295000	9403	0.027639
(45967,55172)(281715,328484)(280000,330000)	DPSCF302059	305000	9207	0.028838
(46813,56188)(290566,339788)(290000,340000)	DPSCF302059	315000	9377	0.028637
(51527,59236)(301533,349872)(300000,350000)	DPSCF302059	325000	7711	0.025586
(52721,61499)(310011,359999)(310000,360000)	DPSCF302059	335000	8780	0.024824
(53485,64098)(321303,366701)(320000,370000)	DPSCF302059	345000	10615	0.024409
(55173,65251)(335809,379934)(330000,380000)	DPSCF302059	355000	10080	0.022883
(56189,66896)(340616,388719)(340000,390000)	DPSCF302059	365000	10709	0.022332
(59237,69021)(350755,399714)(350000,400000)	DPSCF302059	375000	9786	0.031580
(61500,71570)(360000,408090)(360000,410000)	DPSCF302059	385000	10072	0.034070
(64099,74248)(372244,419870)(370000,420000)	DPSCF302059	395000	10151	0.033799
(65252,76748)(380765,429999)(380000,430000)	DPSCF302059	405000	11498	0.030889
(66897,78261)(396500,439999)(390000,440000)	DPSCF302059	415000	11366	0.031166
(69022,79078)(401924,446978)(400000,450000)	DPSCF302059	425000	10058	0.024450
(71571,80583)(412687,459623)(410000,460000)	DPSCF302059	435000	9014	0.022051
(74249,81056)(421839,469999)(420000,470000)	DPSCF302059	445000	6809	0.022132
(76749,83427)(430000,479999)(430000,480000)	DPSCF302059	455000	6680	0.023311
(78262,84522)(440000,488804)(440000,490000)	DPSCF302059	465000	6262	0.021449
(79079,87011)(450128,499999)(450000,500000)	DPSCF302059	475000	7934	0.023629
(80584,90169)(467640,509999)(460000,510000)	DPSCF302059	485000	9587	0.024036
(81057,91514)(470000,516582)(470000,520000)	DPSCF302059	495000	10459	0.024507
(83428,93339)(480000,528490)(480000,530000)	DPSCF302059	505000	9913	0.024096
(84523,93793)(495737,536684)(490000,540000)	DPSCF302059	515000	9272	0.024585
(87012,94115)(500000,549213)(500000,550000)	DPSCF302059	525000	7105	0.023747
(90170,96826)(510000,558408)(510000,560000)	DPSCF302059	535000	6658	0.022346
(91515,100765)(523630,569306)(520000,570000)	DPSCF302059	545000	9252	0.023107
(93340,103088)(531115,578190)(530000,580000)	DPSCF302059	555000	9750	0.026931
(93794,105452)(548851,586568)(540000,590000)	DPSCF302059	565000	11660	0.024504
(94116,105452)(551432,586568)(550000,600000)	DPSCF302059	575000	11338	0.024515
(96827,105511)(560210,605924)(560000,610000)	DPSCF302059	585000	8686	0.025216
(100766,106484)(570394,618983)(570000,620000)	DPSCF302059	595000	5720	0.026329
(103089,108346)(581555,627251)(580000,630000)	DPSCF302059	605000	5259	0.022787
(105453,109162)(605866,639922)(590000,640000)	DPSCF302059	615000	3711	0.026335
(105453,110940)(605866,649999)(600000,650000)	DPSCF302059	625000	5489	0.025614
(105512,112323)(612125,659216)(610000,660000)	DPSCF302059	635000	6813	0.026530
(106485,112853)(620870,669812)(620000,670000)	DPSCF302059	645000	6370	0.025711
(108347,114706)(638946,679198)(630000,680000)	DPSCF302059	655000	6361	0.027638
(109163,115247)(640728,689999)(640000,690000)	DPSCF302059	665000	6086	0.028122
(110941,117037)(650000,699784)(650000,700000)	DPSCF302059	675000	6098	0.028953
(112324,119164)(669277,709379)(660000,710000)	DPSCF302059	685000	6842	0.031079
(112854,121853)(670692,719501)(670000,720000)	DPSCF302059	695000	9001	0.030173
(114707,123607)(681233,729449)(680000,730000)	DPSCF302059	705000	8902	0.029360
(115248,124775)(690000,735822)(690000,740000)	DPSCF302059	715000	9529	0.028946
(117038,126759)(700708,746163)(700000,750000)	DPSCF302059	725000	9723	0.028240
(119165,129283)(710720,758400)(710000,760000)	DPSCF302059	735000	10120	0.027728
(121854,132483)(720686,768761)(720000,770000)	DPSCF302059	745000	10631	0.026751
(123608,132690)(730812,777404)(730000,780000)	DPSCF302059	755000	9084	0.026963
(124776,134616)(741156,789978)(740000,790000)	DPSCF302059	765000	9842	0.027979
(126760,135723)(751939,799308)(750000,800000)	DPSCF302059	775000	8965	0.027661
(129284,137157)(761728,803034)(760000,810000)	DPSCF302059	785000	7875	0.024237
(132484,138494)(777195,819999)(770000,820000)	DPSCF302059	795000	6012	0.024416
(132691,139924)(785203,829863)(780000,830000)	DPSCF302059	805000	7235	0.024832
(134617,140030)(794284,832005)(790000,840000)	DPSCF302059	815000	5415	0.022698
(135724,141774)(800723,844732)(800000,850000)	DPSCF302059	825000	6052	0.023127
(1235,12545)(10167,58992)(10000,60000)	DPSCF302064	35000	11312	0.024301
(2084,14141)(20000,69314)(20000,70000)	DPSCF302064	45000	12059	0.024404
(4763,16257)(31310,79842)(30000,80000)	DPSCF302064	55000	11496	0.025107
(7764,17742)(40804,82979)(40000,90000)	DPSCF302064	65000	9980	0.022961
(9294,18593)(53147,99910)(50000,100000)	DPSCF302064	75000	9301	0.023900
(12546,20219)(60778,109663)(60000,110000)	DPSCF302064	85000	7675	0.025705
(14142,21466)(71800,119999)(70000,120000)	DPSCF302064	95000	7326	0.025956
(16258,23441)(80132,127086)(80000,130000)	DPSCF302064	105000	7185	0.023796
(17743,24638)(94207,139403)(90000,140000)	DPSCF302064	115000	6897	0.025574
(18594,25885)(100916,149971)(100000,150000)	DPSCF302064	125000	7293	0.025297
(20220,28339)(115916,159597)(110000,160000)	DPSCF302064	135000	8121	0.024194
(21467,28586)(120000,162719)(120000,170000)	DPSCF302064	145000	7121	0.023479
(23442,29021)(134148,175220)(130000,180000)	DPSCF302064	155000	5581	0.026099
(24639,29471)(142719,188542)(140000,190000)	DPSCF302064	165000	4834	0.022468
(25886,29845)(150481,197475)(150000,200000)	DPSCF302064	175000	3961	0.021881
(28340,30170)(162473,206093)(160000,210000)	DPSCF302064	185000	1832	0.026464
(28587,30317)(173242,217184)(170000,220000)	DPSCF302064	195000	1732	0.027073
(29022,30317)(185283,217184)(180000,230000)	DPSCF302064	205000	1297	0.026655
(29472,31824)(192411,235579)(190000,240000)	DPSCF302064	215000	2354	0.027203
(29846,32874)(205769,249110)(200000,250000)	DPSCF302064	225000	3030	0.027462
(30171,36229)(217037,258649)(210000,260000)	DPSCF302064	235000	6060	0.027214
(30318,37887)(230058,266770)(220000,270000)	DPSCF302064	245000	7571	0.027145
(30318,38107)(230058,279037)(230000,280000)	DPSCF302064	255000	7791	0.027064
(31825,39950)(240719,289767)(240000,290000)	DPSCF302064	265000	8127	0.026118
(32875,41690)(253025,299999)(250000,300000)	DPSCF302064	275000	8817	0.027262
(36230,42930)(260317,309439)(260000,310000)	DPSCF302064	285000	6702	0.026506
(37888,43101)(271550,312064)(270000,320000)	DPSCF302064	295000	5215	0.026192
(38108,44363)(282452,329069)(280000,330000)	DPSCF302064	305000	6257	0.027195
(39951,45227)(292119,339999)(290000,340000)	DPSCF302064	315000	5278	0.030655
(41691,48343)(300000,348706)(300000,350000)	DPSCF302064	325000	6654	0.025463
(42931,51852)(311894,359999)(310000,360000)	DPSCF302064	335000	8923	0.023631
(43102,53506)(320157,366172)(320000,370000)	DPSCF302064	345000	10406	0.023178
(44364,55385)(331568,378250)(330000,380000)	DPSCF302064	355000	11023	0.020676
(45228,56357)(340000,388138)(340000,390000)	DPSCF302064	365000	11131	0.019643
(48344,59013)(350197,399930)(350000,400000)	DPSCF302064	375000	10671	0.021208
(51853,60794)(360000,405952)(360000,410000)	DPSCF302064	385000	8943	0.021881
(53507,63104)(373002,419465)(370000,420000)	DPSCF302064	395000	9599	0.022856
(55386,67285)(383819,429844)(380000,430000)	DPSCF302064	405000	11901	0.024618
(56358,70243)(395988,439253)(390000,440000)	DPSCF302064	415000	13887	0.024093
(59014,70591)(400588,448911)(400000,450000)	DPSCF302064	425000	11579	0.024272
(1793,5588)(10000,55296)(10000,60000)	DPSCF302081	35000	3797	0.026151
(3309,5926)(22922,67370)(20000,70000)	DPSCF302081	45000	2619	0.022131
(3792,8071)(30000,78753)(30000,80000)	DPSCF302081	55000	4281	0.024646
(4323,12517)(43564,89999)(40000,90000)	DPSCF302081	65000	8196	0.025255
(4466,14532)(52914,99031)(50000,100000)	DPSCF302081	75000	10068	0.025835
(5589,17711)(64405,109225)(60000,110000)	DPSCF302081	85000	12124	0.026671
(5927,19919)(70572,119548)(70000,120000)	DPSCF302081	95000	13994	0.025484
(8072,20997)(82152,127830)(80000,130000)	DPSCF302081	105000	12927	0.025390
(12518,24166)(90000,137494)(90000,140000)	DPSCF302081	115000	11650	0.024742
(14533,26485)(100150,146669)(100000,150000)	DPSCF302081	125000	11954	0.025602
(17712,30284)(111674,159575)(110000,160000)	DPSCF302081	135000	12574	0.026361
(19920,34388)(120241,169109)(120000,170000)	DPSCF302081	145000	14470	0.027838
(20998,36417)(131526,179999)(130000,180000)	DPSCF302081	155000	15421	0.026936
(24167,39827)(141219,188374)(140000,190000)	DPSCF302081	165000	15662	0.027573
(26486,42633)(150041,198729)(150000,200000)	DPSCF302081	175000	16149	0.027549
(30285,42972)(160722,208153)(160000,210000)	DPSCF302081	185000	12689	0.027070
(34389,44733)(170599,218621)(170000,220000)	DPSCF302081	195000	10346	0.026351
(36418,46781)(180000,228736)(180000,230000)	DPSCF302081	205000	10365	0.026823
(39828,48057)(190630,235921)(190000,240000)	DPSCF302081	215000	8231	0.027456
(42634,48057)(201167,235921)(200000,250000)	DPSCF302081	225000	5425	0.025204
(42973,49406)(210678,258380)(210000,260000)	DPSCF302081	235000	6435	0.025839
(44734,53770)(221275,269780)(220000,270000)	DPSCF302081	245000	9038	0.023247
(46782,54289)(232571,272872)(230000,280000)	DPSCF302081	255000	7509	0.023757
(48058,55424)(252072,289520)(240000,290000)	DPSCF302081	265000	7368	0.026699
(48058,57284)(252072,299702)(250000,300000)	DPSCF302081	275000	9228	0.025139
(49407,60106)(261866,309999)(260000,310000)	DPSCF302081	285000	10701	0.022720
(53771,61611)(271959,317201)(270000,320000)	DPSCF302081	295000	7842	0.024424
(54290,63668)(283720,329655)(280000,330000)	DPSCF302081	305000	9380	0.024549
(55425,65258)(290584,339909)(290000,340000)	DPSCF302081	315000	9835	0.020590
(57285,65346)(300805,340132)(300000,350000)	DPSCF302081	325000	8063	0.020695
(60107,66399)(310000,352980)(310000,360000)	DPSCF302081	335000	6294	0.022832
(61612,69426)(320090,369999)(320000,370000)	DPSCF302081	345000	7816	0.022499
(63669,70576)(332924,378119)(330000,380000)	DPSCF302081	355000	6909	0.021649
(65259,73992)(340023,388428)(340000,390000)	DPSCF302081	365000	8735	0.022913
(65347,76563)(351928,396640)(350000,400000)	DPSCF302081	375000	11218	0.024770
(66400,77834)(360510,409564)(360000,410000)	DPSCF302081	385000	11436	0.024408
